Data,Produto,Categoria,Preço Unitário,Custo Unitário,Marca,Quantidade Vendida,Nome do Cliente,Cidade
2023-08-08,café,ALIMENTOS,1.55,0.83,Linguini,32,Maria Fernanda Costela,São Bernardo do Campo
2023-08-24,creme dental,HIGIENE,5.18,3.68,Tabajara,7,Gael Henrique Garcia,São Bernardo do Campo
2024-03-12,shampoo,HIGIENE,3.72,2.37,Linguini,45,Gustavo Henrique Martins,Tangamandapio
2023-10-31,abacate,ALIMENTOS,9.13,6.45,Brown,12,Marina Ribeiro,Osasco
2023-09-16,conhaque,BEBIDAS,4.43,3.03,Linguini,1,Samuel Montenegro,Campinas
2023-08-01,sal,ALIMENTOS,7.93,5.76,Brown,18,Juan Nunes,Mauá
2024-04-14,saia,ROUPAS,1.41,1.1,Tabajara,45,Daniela Garcia,Santo André
2024-04-03,conhaque,BEBIDAS,1.04,0.66,Linguini,35,Dr. Gael Henrique Sampaio,Santo André
2024-01-21,boné,ROUPAS,5.9,3.4,Brown,32,João Gabriel Fonseca,São Bernardo do Campo
2023-06-13,chinelo,ROUPAS,6.98,4.91,Linguini,10,Paulo Rezende,São Bernardo do Campo
2024-03-09,panela,UTILIDADES,1.73,1.07,Tabajara,32,Sr. Matteo da Mota,São Caetano do Sul
2023-12-26,dúzia de banana,ALIMENTOS,3.67,2.45,Linguini,27,Alexia Carvalho,Santo André
2023-09-24,cinto,ROUPAS,9.37,7.13,Linguini,15,Sr. Carlos Eduardo Oliveira,Osasco
2024-04-26,desentupidor,UTILIDADES,7.92,4.59,Brown,8,Melina Freitas,Osasco
2024-03-20,saia,ROUPAS,2.1,1.2,Brown,27,Mariah Teixeira,Guarulhos
2023-09-01,cueca,ROUPAS,9.79,6.44,Linguini,14,Julia Teixeira,Campinas
2024-02-20,calcinha,ROUPAS,8.95,5.06,Brown,1,Luiz Otávio Cunha,Osasco
2024-03-11,tomate,ALIMENTOS,3.45,2.25,Tabajara,21,Cauê Silva,Mauá
2024-03-19,ralo de cozinha,UTILIDADES,4.45,3.17,Brown,3,Cecília da Cunha,São Bernardo do Campo
2024-04-11,creme dental,HIGIENE,4.38,3.25,Brown,35,Ravi Lucca Ferreira,Santo André
2023-12-26,cesto de roupas,UTILIDADES,6.86,3.62,Brown,30,Dr. Ravi Jesus,Santo André
2023-07-06,sabonete,HIGIENE,4.6,2.79,Tabajara,16,Luana Rodrigues,Santos
2024-01-18,cinto,ROUPAS,5.01,3.62,Brown,17,Sra. Julia Oliveira,Campinas
2023-10-16,cueca,ROUPAS,9.91,7.87,Tabajara,41,Ana Sophia Lopes,Guarulhos
2023-12-04,lâmpada,UTILIDADES,7.63,5.33,Brown,18,Giovanna Jesus,São Caetano do Sul
2023-07-25,conhaque,BEBIDAS,1.56,1.15,Linguini,5,Isabella Casa Grande,Santo André
2023-11-16,escova de dentes,HIGIENE,8.85,7.03,Brown,50,Maitê Alves,Campinas
2023-11-20,conhaque,BEBIDAS,4.12,2.13,Tabajara,8,Eloá da Conceição,Tangamandapio
2024-04-01,creme dental,HIGIENE,1.12,0.7,Linguini,6,Laura Casa Grande,Diadema
2024-03-09,shampoo,HIGIENE,9.91,6.39,Linguini,9,Ana Sousa,São Caetano do Sul
2024-02-19,arroz 1kg,ALIMENTOS,6.32,4.76,Brown,30,Isis Mendes,Santo André
2023-11-12,ralo de cozinha,UTILIDADES,7.37,4.98,Tabajara,19,Srta. Stephany Guerra,Mauá
2023-08-22,vinho,BEBIDAS,1.02,0.69,Linguini,27,Eloá da Mata,São Caetano do Sul
2024-03-11,chinelo,ROUPAS,6.83,3.59,Tabajara,37,Laís Sales,Santo André
2023-05-30,cueca,ROUPAS,5.28,2.9,Linguini,11,Ana Sophia Carvalho,Mauá
2023-07-20,creme dental,HIGIENE,9.66,6.54,Tabajara,26,Olivia Ferreira,São Caetano do Sul
2023-10-11,abacaxi,ALIMENTOS,5.15,2.83,Linguini,50,Maria Isis Abreu,Osasco
2023-06-27,panela,UTILIDADES,3.05,1.64,Brown,16,Pedro Lucas Dias,Campinas
2023-08-15,cueca,ROUPAS,6.38,5.09,Linguini,31,Sra. Maria Julia Freitas,Santo André
2023-12-26,boné,ROUPAS,5.06,3.56,Linguini,37,Gael Henrique Câmara,Santos
2023-09-03,cerveja,BEBIDAS,3.97,2.22,Linguini,46,Olívia Aparecida,Guarulhos
2023-05-09,cinto,ROUPAS,3.41,1.87,Tabajara,37,Renan da Costa,Santo André
2023-08-13,cerveja,BEBIDAS,6.33,4.22,Brown,39,Paulo Gomes,Campinas
2023-07-24,conhaque,BEBIDAS,1.6,1.16,Brown,31,Lorena da Mota,Santos
2023-10-22,shampoo,HIGIENE,1.58,1.01,Linguini,6,Benjamim Pastor,Osasco
2024-01-11,chinelo,ROUPAS,6.54,4.87,Brown,23,Lunna Lopes,São Bernardo do Campo
2024-01-09,ralo de cozinha,UTILIDADES,2.99,1.79,Tabajara,9,Dr. Matheus da Mota,Osasco
2023-08-15,saia,ROUPAS,5.3,4.23,Brown,47,André Silva,Diadema
2024-01-21,ralo de cozinha,UTILIDADES,9.64,5.75,Tabajara,11,Benicio Oliveira,Mauá
2024-01-30,ralo de cozinha,UTILIDADES,3.78,2.64,Tabajara,10,João Felipe da Rocha,Osasco
2023-08-27,papel higiênico,HIGIENE,8.98,5.2,Brown,6,Eloá Souza,Santo André
2024-01-15,café,ALIMENTOS,1.98,1.24,Brown,45,Agatha Monteiro,Mauá
2023-11-27,chinelo,ROUPAS,4.3,2.52,Brown,16,Maria Alice Costela,Santo André
2023-06-09,panela,UTILIDADES,7.3,3.95,Brown,3,Maria Júlia Sá,São Bernardo do Campo
2023-07-03,shampoo,HIGIENE,5.35,3.65,Brown,17,Ana Lívia Rios,Diadema
2024-04-16,cueca,ROUPAS,6.79,3.75,Tabajara,49,Pedro Henrique Aragão,Campinas
2023-09-23,conhaque,BEBIDAS,6.93,4.22,Tabajara,18,Levi Leão,Ribeirão Pires
2023-08-04,vinho,BEBIDAS,8.84,6.79,Linguini,14,Dra. Ana Júlia Aparecida,Santos
2023-11-10,sal,ALIMENTOS,9.61,7.45,Linguini,21,João Vitor Macedo,Santo André
2023-08-01,saia,ROUPAS,4.15,3.08,Tabajara,7,Bento Fonseca,Campinas
2023-07-19,panela,UTILIDADES,8.5,4.25,Tabajara,31,Dra. Nicole Fonseca,Mauá
2023-09-22,creme dental,HIGIENE,2.16,1.19,Linguini,16,Pedro Abreu,Tangamandapio
2023-06-10,creme dental,HIGIENE,4.34,2.86,Linguini,2,Luiz Felipe Nogueira,Santos
2023-06-06,calcinha,ROUPAS,2.26,1.17,Tabajara,33,Paulo Correia,Diadema
2023-09-07,filé de tilápia 1kg,ALIMENTOS,5.47,3.36,Tabajara,5,Valentim Novaes,São Caetano do Sul
2023-12-25,abacaxi,ALIMENTOS,9.88,7.89,Linguini,26,Alícia Lopes,Tangamandapio
2023-06-07,abacate,ALIMENTOS,4.88,3.66,Tabajara,33,Sr. Breno Ramos,Ribeirão Pires
2024-01-29,boné,ROUPAS,9.46,5.79,Tabajara,37,Thiago Garcia,Guarulhos
2023-12-04,cerveja,BEBIDAS,5.93,3.02,Tabajara,11,João Vitor Farias,Guarulhos
2024-02-06,cueca,ROUPAS,2.92,1.78,Brown,39,Paulo Pacheco,Mauá
2023-07-24,ralo de cozinha,UTILIDADES,7.87,5.34,Linguini,29,Heitor Sampaio,Diadema
2023-08-10,abacate,ALIMENTOS,8.12,4.95,Brown,11,Melina Cavalcanti,Campinas
2023-10-09,tomate,ALIMENTOS,2.22,1.46,Brown,25,Lucas Porto,Osasco
2023-09-30,conhaque,BEBIDAS,6.99,5.35,Linguini,15,Isabella da Conceição,Santo André
2023-08-21,calcinha,ROUPAS,9.61,5.76,Brown,13,Dra. Melissa Cassiano,Campinas
2024-02-27,papel higiênico,HIGIENE,6.65,5.04,Tabajara,15,João Miguel Mendonça,Santos
2024-02-27,creme dental,HIGIENE,5.78,4.3,Tabajara,47,Elisa Marques,Mauá
2023-07-23,saia,ROUPAS,8.85,5.42,Brown,23,Maria Luísa Andrade,Osasco
2024-03-10,abacaxi,ALIMENTOS,3.45,1.74,Tabajara,18,Kamilly Costa,São Bernardo do Campo
2023-10-08,sabonete,HIGIENE,8.91,6.23,Tabajara,29,Dr. Cauê Monteiro,Ribeirão Pires
2023-08-21,vinho,BEBIDAS,6.54,3.35,Linguini,12,Dr. Matheus Porto,São Bernardo do Campo
2023-08-03,abacaxi,ALIMENTOS,9.06,7.13,Brown,13,Matheus Aragão,Santos
2023-07-21,cueca,ROUPAS,9.82,7.48,Tabajara,11,Daniela Carvalho,Ribeirão Pires
2024-03-20,arroz 1kg,ALIMENTOS,3.04,1.74,Linguini,3,Larissa Montenegro,Campinas
2023-08-20,saia,ROUPAS,3.9,2.85,Linguini,16,Dante Gomes,Tangamandapio
2023-07-22,conhaque,BEBIDAS,5.58,3.29,Linguini,47,Luara Novais,Diadema
2023-10-01,panela,UTILIDADES,2.72,1.95,Linguini,22,Francisco Araújo,Diadema
2024-01-29,cerveja,BEBIDAS,5.79,3.78,Linguini,46,Maria Júlia Campos,Santo André
2024-03-07,cerveja,BEBIDAS,2.98,2.23,Linguini,14,Calebe Ramos,Tangamandapio
2023-12-19,saia,ROUPAS,4.37,3.49,Tabajara,14,Otto Rezende,Santos
2024-04-02,sal,ALIMENTOS,4.68,3.4,Brown,1,Alice da Costa,São Bernardo do Campo
2023-09-19,durex,UTILIDADES,4.66,2.65,Brown,39,Bruna da Cruz,Tangamandapio
2023-04-30,tomate,ALIMENTOS,4.46,3.42,Tabajara,44,Sara Sousa,Ribeirão Pires
2024-02-04,sabonete,HIGIENE,9.66,4.99,Tabajara,48,Dr. Gustavo Andrade,Diadema
2024-03-11,cerveja,BEBIDAS,5.43,3.08,Tabajara,47,Sra. Sofia Rocha,Ribeirão Pires
2023-07-27,ralo de cozinha,UTILIDADES,2.37,1.25,Tabajara,2,Lucca Albuquerque,Guarulhos
2023-05-07,papel higiênico,HIGIENE,1.43,1.01,Brown,25,Maria Luísa Cirino,Osasco
2024-03-28,calcinha,ROUPAS,5.02,2.91,Tabajara,46,Marcos Vinicius Carvalho,Guarulhos
2023-08-31,papel higiênico,HIGIENE,6.83,5.07,Brown,11,Noah Moura,Guarulhos
2023-05-03,saia,ROUPAS,9.6,6.89,Tabajara,3,Ester Pires,Campinas
2023-05-28,vinho,BEBIDAS,9.14,5.66,Linguini,8,Enzo Gabriel Fernandes,Mauá
2024-03-15,abacaxi,ALIMENTOS,1.78,1.36,Tabajara,25,Ana Liz Martins,Osasco
2023-08-08,cerveja,BEBIDAS,8.65,5.47,Brown,24,Rafaela Farias,Campinas
2024-01-13,conhaque,BEBIDAS,3.6,2.08,Brown,26,Otávio Teixeira,Campinas
2023-09-24,vinho,BEBIDAS,5.38,3.26,Tabajara,28,Nina Sousa,Diadema
2023-08-07,calcinha,ROUPAS,4.84,3.36,Brown,7,Allana Siqueira,Ribeirão Pires
2024-03-11,escova de dentes,HIGIENE,2.49,1.87,Brown,7,Júlia Vargas,Ribeirão Pires
2024-01-11,tomate,ALIMENTOS,8.82,4.43,Linguini,17,Gael Casa Grande,Tangamandapio
2024-02-17,arroz 1kg,ALIMENTOS,1.54,0.84,Brown,47,Dr. Eduardo Cavalcante,Diadema
2023-09-28,conhaque,BEBIDAS,3.26,1.9,Brown,48,Noah Fonseca,Ribeirão Pires
2024-02-03,cinto,ROUPAS,3.76,2.77,Tabajara,29,Dr. Anthony Gabriel da Mata,Tangamandapio
2024-01-05,pimenta,ALIMENTOS,4.49,3.24,Brown,9,Ana Beatriz Aragão,Ribeirão Pires
2023-11-28,sabonete,HIGIENE,5.21,3.36,Tabajara,41,Srta. Nicole Pinto,Campinas
2023-07-30,saia,ROUPAS,2.4,1.78,Tabajara,4,Dra. Cecília Farias,Diadema
2023-12-19,sal,ALIMENTOS,6.16,3.14,Linguini,49,Srta. Ísis Brito,Ribeirão Pires
2024-04-20,cerveja,BEBIDAS,9.74,6.72,Tabajara,18,Catarina Santos,Santo André
2023-10-20,ralo de cozinha,UTILIDADES,7.52,3.78,Linguini,40,Maria Cecília Sampaio,Mauá
2023-05-08,shampoo,HIGIENE,3.45,2.36,Linguini,18,Dra. Rebeca Camargo,Santo André
2023-09-17,ralo de cozinha,UTILIDADES,4.49,3.24,Linguini,21,Caio da Cunha,Santos
2023-08-11,pimenta,ALIMENTOS,7.13,3.58,Tabajara,23,Ryan Barros,Osasco
2024-02-17,vinho,BEBIDAS,7.63,5.72,Linguini,33,Isabelly Pires,Tangamandapio
2023-10-19,cesto de roupas,UTILIDADES,3.4,2.65,Tabajara,44,Mathias Leão,Santos
2023-10-16,tomate,ALIMENTOS,1.18,0.6,Tabajara,34,Dr. Enrico Barbosa,São Bernardo do Campo
2023-10-15,cerveja,BEBIDAS,8.93,6.91,Tabajara,49,Ravi Lucca Cavalcante,Mauá
2023-10-19,conhaque,BEBIDAS,4.9,3.27,Linguini,8,Sofia Sousa,Osasco
2023-07-14,shampoo,HIGIENE,5.26,2.93,Tabajara,11,Rebeca Rios,Guarulhos
2024-01-13,fita isolante,UTILIDADES,1.79,1.37,Tabajara,10,Thales Monteiro,Ribeirão Pires
2023-12-28,conhaque,BEBIDAS,9.95,7.88,Tabajara,41,Sra. Maria Sophia Leão,Mauá
2023-12-29,creme dental,HIGIENE,8.54,6.27,Linguini,26,Maria Isis Moraes,Santos
2024-04-23,fita isolante,UTILIDADES,7.49,3.75,Brown,33,Laís Almeida,Ribeirão Pires
2023-12-05,papel higiênico,HIGIENE,7.61,5.76,Tabajara,1,Calebe Siqueira,São Caetano do Sul
2023-11-27,filé de tilápia 1kg,ALIMENTOS,4.19,2.9,Tabajara,30,José Miguel Sousa,Santos
2023-09-23,papel higiênico,HIGIENE,3.46,2.61,Brown,42,Yan Almeida,Tangamandapio
2024-04-01,tomate,ALIMENTOS,3.22,2.45,Tabajara,27,João Gabriel da Mata,Ribeirão Pires
2024-02-12,cerveja,BEBIDAS,3.14,2.09,Tabajara,43,Ravy Rezende,Ribeirão Pires
2024-01-07,calcinha,ROUPAS,7.55,4.16,Linguini,27,Jade Siqueira,Santos
2023-07-23,shampoo,HIGIENE,8.13,5.67,Linguini,28,Luiz Felipe Cassiano,Santo André
2023-05-17,cueca,ROUPAS,9.92,7.75,Tabajara,2,Caio Campos,Santos
2023-05-29,cinto,ROUPAS,6.22,3.49,Brown,3,Kevin Borges,Santos
2024-02-06,cerveja,BEBIDAS,2.82,1.53,Brown,28,Lorenzo Santos,Ribeirão Pires
2024-01-24,lâmpada,UTILIDADES,5.3,3.33,Tabajara,24,Luiz Fernando Pinto,Mauá
2023-10-26,conhaque,BEBIDAS,3.67,2.23,Tabajara,5,Dra. Ágatha Brito,São Bernardo do Campo
2024-01-19,sal,ALIMENTOS,5.88,2.94,Brown,7,Benjamin da Mota,Guarulhos
2023-11-29,cesto de roupas,UTILIDADES,3.13,2.35,Linguini,27,Olívia Moreira,Mauá
2023-10-19,filé de tilápia 1kg,ALIMENTOS,6.02,4.01,Linguini,19,Srta. Ana Julia Castro,Tangamandapio
2024-03-12,sabonete,HIGIENE,2.64,1.33,Linguini,49,Raul Mendes,Diadema
2023-10-25,pimenta,ALIMENTOS,8.96,5.34,Brown,29,Maria Júlia Aparecida,Santos
2024-01-26,creme dental,HIGIENE,1.89,1.28,Brown,40,Maya Moraes,Tangamandapio
2023-08-28,saia,ROUPAS,8.44,4.27,Tabajara,40,Gabriela Melo,Santo André
2023-11-21,conhaque,BEBIDAS,7.02,3.8,Brown,19,Pedro Miguel Azevedo,Diadema
2023-05-29,papel higiênico,HIGIENE,1.89,1.42,Brown,37,Maria Luiza Silveira,Mauá
2023-10-27,sabonete,HIGIENE,5.17,3.48,Brown,33,Leandro Teixeira,Mauá
2024-01-08,cesto de roupas,UTILIDADES,8.61,4.53,Brown,4,Dra. Bella Lopes,São Caetano do Sul
2024-01-17,chinelo,ROUPAS,1.82,1.08,Tabajara,24,Bella Correia,Osasco
2024-02-19,café,ALIMENTOS,4.96,2.85,Linguini,5,Sra. Alana Cirino,Tangamandapio
2023-05-02,sabonete,HIGIENE,7.74,5.37,Tabajara,15,Paulo Jesus,Ribeirão Pires
2023-11-14,fita isolante,UTILIDADES,9.67,6.56,Tabajara,31,Dr. Raul Andrade,Santos
2024-03-10,cerveja,BEBIDAS,7.57,5.8,Linguini,29,Ana Liz Siqueira,Guarulhos
2023-09-11,desentupidor,UTILIDADES,9.71,7.01,Tabajara,9,Sra. Stephany Sampaio,São Bernardo do Campo
2024-03-07,arroz 1kg,ALIMENTOS,6.55,3.98,Linguini,50,Dr. Breno Cavalcanti,Santo André
2023-10-29,cueca,ROUPAS,6.69,4.45,Brown,31,Dra. Sabrina Lima,Guarulhos
2023-10-02,cerveja,BEBIDAS,8.55,4.91,Tabajara,25,Ísis Melo,Campinas
2024-04-28,boné,ROUPAS,1.37,0.92,Brown,12,Dra. Manuela Cassiano,São Caetano do Sul
2023-10-18,cueca,ROUPAS,4.24,3.02,Tabajara,50,Enrico Fonseca,Mauá
2024-04-02,sabonete,HIGIENE,3.38,1.82,Brown,11,Apollo da Rocha,Diadema
2023-08-04,dúzia de banana,ALIMENTOS,3.85,2.74,Brown,34,Vinicius Nascimento,Mauá
2023-09-10,cerveja,BEBIDAS,3.51,1.9,Brown,30,Marcela da Costa,Guarulhos
2024-01-08,cueca,ROUPAS,6.02,3.49,Tabajara,45,Thales Andrade,São Bernardo do Campo
2024-04-27,conhaque,BEBIDAS,5.65,3.05,Tabajara,16,Pietra Ferreira,Campinas
2023-08-30,vinho,BEBIDAS,7.8,6.11,Linguini,43,Maria Luísa Garcia,Campinas
2024-01-14,cerveja,BEBIDAS,6.8,5.08,Linguini,43,Fernando Garcia,Guarulhos
2024-03-04,fita isolante,UTILIDADES,8.78,6.12,Brown,47,Maria Laura Sales,São Bernardo do Campo
2023-05-06,cerveja,BEBIDAS,7.33,4.74,Linguini,23,Srta. Ana Júlia Gomes,São Bernardo do Campo
2023-05-15,abacate,ALIMENTOS,6.05,3.18,Brown,41,Dra. Hellena Fernandes,Tangamandapio
2023-09-23,vinho,BEBIDAS,4.44,3.16,Brown,4,Ana Clara Pinto,Mauá
2023-12-27,chinelo,ROUPAS,2.96,1.71,Tabajara,2,Asafe Rodrigues,Campinas
2023-06-23,calcinha,ROUPAS,7.86,5.32,Brown,50,Heitor da Paz,Tangamandapio
2023-11-07,calcinha,ROUPAS,7.8,4.81,Tabajara,44,Sr. Antony Rocha,Mauá
2023-09-13,panela,UTILIDADES,4.37,2.86,Linguini,17,Sara Casa Grande,Ribeirão Pires
2023-06-04,calcinha,ROUPAS,7.05,4.22,Brown,49,Rafaela da Rosa,Mauá
2023-06-04,café,ALIMENTOS,7.57,5.73,Brown,16,João Miguel Alves,Ribeirão Pires
2023-05-24,ralo de cozinha,UTILIDADES,3.2,1.88,Brown,34,Stella Moura,Ribeirão Pires
2023-12-25,creme dental,HIGIENE,8.65,5.56,Brown,12,Dr. Cauã Sales,Ribeirão Pires
2023-09-25,ralo de cozinha,UTILIDADES,8.23,6.51,Linguini,11,Hadassa Albuquerque,Guarulhos
2023-06-08,conhaque,BEBIDAS,3.98,3.07,Linguini,16,Luísa Sales,Mauá
2023-10-29,escova de dentes,HIGIENE,7.78,6.04,Linguini,21,Larissa da Rocha,Osasco
2024-02-23,ralo de cozinha,UTILIDADES,3.16,1.69,Linguini,6,Sara Vasconcelos,Guarulhos
2023-11-10,vinho,BEBIDAS,1.19,0.76,Brown,19,Emanuelly Moura,São Caetano do Sul
2024-04-17,cueca,ROUPAS,6.73,3.4,Linguini,5,Daniel Alves,Santos
2024-03-23,café,ALIMENTOS,6.87,4.12,Linguini,39,Júlia Vargas,Mauá
2023-10-29,filé de tilápia 1kg,ALIMENTOS,4.85,2.81,Linguini,9,Vitor Gabriel Ramos,São Caetano do Sul
2023-05-14,papel higiênico,HIGIENE,6.72,4.04,Brown,23,Luana Pereira,Santos
2023-05-18,creme dental,HIGIENE,1.83,1.22,Linguini,1,Gabriel da Mota,Ribeirão Pires
2024-03-24,saia,ROUPAS,8.76,6.07,Linguini,4,Eduarda Camargo,Osasco
2024-04-24,cerveja,BEBIDAS,2.64,2.02,Linguini,27,Henry Gabriel da Mota,Santos
2023-07-18,cerveja,BEBIDAS,7.26,4.01,Tabajara,48,Sarah Jesus,Osasco
2024-02-16,tomate,ALIMENTOS,5.56,3.6,Linguini,40,Igor Silveira,Santos
2023-10-04,conhaque,BEBIDAS,1.08,0.72,Brown,49,Stella Costa,Mauá
2024-04-09,creme dental,HIGIENE,8.52,5.49,Linguini,45,Ana Júlia Viana,Campinas
2023-10-01,ralo de cozinha,UTILIDADES,7.54,5.34,Tabajara,2,Enzo Gabriel Nogueira,Mauá
2024-03-01,shampoo,HIGIENE,2.79,1.96,Tabajara,34,Melissa da Rocha,Campinas
2023-06-04,papel higiênico,HIGIENE,4.69,3.19,Brown,45,Alícia Cunha,São Caetano do Sul
2024-03-13,cerveja,BEBIDAS,1.38,0.91,Linguini,49,Benjamim Brito,São Caetano do Sul
2023-05-10,cerveja,BEBIDAS,5.81,3.77,Linguini,33,Ana Laura Pacheco,Guarulhos
2024-02-19,shampoo,HIGIENE,5.5,3.7,Brown,20,Pedro Henrique Aragão,Guarulhos
2023-06-18,cinto,ROUPAS,5.38,3.16,Tabajara,5,Isis Moreira,Guarulhos
2023-08-10,sal,ALIMENTOS,2.41,1.58,Tabajara,47,Maria Liz da Cunha,Ribeirão Pires
2023-09-19,dúzia de banana,ALIMENTOS,4.54,3.42,Tabajara,3,Sra. Juliana Lima,Santo André
2023-09-13,creme dental,HIGIENE,9.91,7.12,Linguini,32,Mariane Castro,Santo André
2024-02-17,creme dental,HIGIENE,8.93,4.84,Tabajara,39,Mathias Montenegro,São Bernardo do Campo
2023-07-06,cerveja,BEBIDAS,5.84,3.57,Linguini,48,Sr. Diego Carvalho,Tangamandapio
2023-12-08,vinho,BEBIDAS,6.84,4.24,Brown,7,Bento Sousa,Campinas
2023-07-19,escova de dentes,HIGIENE,4.85,2.69,Brown,33,Gabrielly Fernandes,Campinas
2024-01-27,vinho,BEBIDAS,4.19,2.22,Brown,39,Valentim Câmara,São Bernardo do Campo
2023-07-07,lâmpada,UTILIDADES,1.5,0.84,Tabajara,50,Luan Rezende,São Bernardo do Campo
2023-08-12,filé de tilápia 1kg,ALIMENTOS,5.04,3.28,Tabajara,14,Sara Sousa,Osasco
2023-12-02,creme dental,HIGIENE,5.45,3.56,Brown,20,André Sá,Diadema
2024-04-19,sal,ALIMENTOS,3.98,2.48,Linguini,38,Sra. Luna Pinto,Diadema
2023-05-02,boné,ROUPAS,7.37,4.52,Linguini,45,Ravy Cirino,Osasco
2023-08-29,boné,ROUPAS,2.87,1.83,Tabajara,11,Luiz Felipe Ribeiro,Tangamandapio
2023-09-03,cueca,ROUPAS,4.69,2.62,Linguini,18,Asafe Leão,Santos
2023-12-09,abacaxi,ALIMENTOS,2.17,1.12,Brown,15,Dra. Hadassa da Conceição,São Bernardo do Campo
2023-10-30,cerveja,BEBIDAS,7.64,5.02,Brown,40,José Cunha,Guarulhos
2024-04-08,shampoo,HIGIENE,7.1,4.74,Linguini,20,Bryan Oliveira,São Caetano do Sul
2024-03-05,sabonete,HIGIENE,5.83,3.62,Linguini,48,Hadassa Silva,Santos
2024-04-27,papel higiênico,HIGIENE,6.26,4.82,Tabajara,49,Gabriela Abreu,Santo André
2023-07-19,durex,UTILIDADES,2.51,1.8,Linguini,2,Joana da Rosa,Tangamandapio
2023-07-07,shampoo,HIGIENE,4.06,2.28,Brown,50,Maria Júlia Andrade,Ribeirão Pires
2023-05-28,pimenta,ALIMENTOS,6.12,4.47,Tabajara,33,Gustavo Nogueira,São Caetano do Sul
2024-02-10,sabonete,HIGIENE,8.45,4.35,Brown,49,Ágatha Pinto,São Bernardo do Campo
2023-07-25,papel higiênico,HIGIENE,2.4,1.37,Linguini,17,Emilly Silveira,Diadema
2023-08-10,escova de dentes,HIGIENE,6.22,4.85,Brown,22,Luara Sá,Mauá
2023-07-14,calcinha,ROUPAS,4.54,2.29,Linguini,24,Dra. Ana Laura Costela,Santo André
2024-03-21,fita isolante,UTILIDADES,9.23,5.87,Brown,10,Joaquim Jesus,Santos
2023-07-24,creme dental,HIGIENE,3.7,2.15,Tabajara,11,Rafaela da Costa,Ribeirão Pires
2023-06-27,conhaque,BEBIDAS,7.75,4.59,Tabajara,13,Maria da Rosa,Santos
2023-08-30,sabonete,HIGIENE,3.72,2.91,Brown,43,Carolina Aragão,Santo André
2023-08-02,conhaque,BEBIDAS,5.52,3.77,Brown,40,Cecília Lopes,Osasco
2024-02-13,fita isolante,UTILIDADES,8.41,5.3,Tabajara,7,Daniela Ferreira,Campinas
2024-02-21,cinto,ROUPAS,5.3,3.5,Linguini,14,Sr. Marcos Vinicius Rios,Diadema
2023-12-29,tomate,ALIMENTOS,1.68,0.99,Tabajara,44,Jade da Conceição,Ribeirão Pires
2023-11-08,sabonete,HIGIENE,4.27,2.26,Linguini,2,Davi Gomes,Campinas
2023-06-03,conhaque,BEBIDAS,1.9,1.3,Tabajara,33,Valentim Siqueira,Osasco
2024-02-29,conhaque,BEBIDAS,9.38,6.39,Brown,47,Samuel Cardoso,Santos
2023-07-14,shampoo,HIGIENE,4.15,3.3,Linguini,7,Pedro Miguel Novaes,São Bernardo do Campo
2023-09-29,tomate,ALIMENTOS,6.27,4.69,Brown,44,Murilo Pires,Guarulhos
2024-04-27,vinho,BEBIDAS,8.13,5.94,Linguini,23,Ana Sophia Brito,São Caetano do Sul
2024-02-11,vinho,BEBIDAS,5.37,3.23,Linguini,38,Camila Costa,Guarulhos
2023-07-27,dúzia de banana,ALIMENTOS,3.52,2.51,Brown,21,Eloah da Cruz,Santo André
2024-01-22,arroz 1kg,ALIMENTOS,9.71,5.8,Tabajara,48,Carolina Almeida,São Bernardo do Campo
2023-12-08,calcinha,ROUPAS,3.88,2.05,Tabajara,33,Mateus Nogueira,Campinas
2023-09-16,ralo de cozinha,UTILIDADES,3.36,1.84,Linguini,36,Alexia Siqueira,São Caetano do Sul
2023-05-07,chinelo,ROUPAS,3.58,1.88,Tabajara,28,Maria Julia Camargo,Ribeirão Pires
2024-03-09,chinelo,ROUPAS,4.71,3.13,Brown,36,Ana Julia Leão,Tangamandapio
2023-12-14,panela,UTILIDADES,5.98,3.97,Brown,20,Yan Macedo,Diadema
2023-08-30,cueca,ROUPAS,9.39,6.42,Brown,38,Olivia Pereira,Guarulhos
2024-04-24,boné,ROUPAS,9.5,6.99,Tabajara,28,Henry Gabriel Oliveira,São Caetano do Sul
2024-04-07,cesto de roupas,UTILIDADES,3.41,2.71,Brown,50,Bryan Azevedo,Diadema
2023-09-28,pimenta,ALIMENTOS,2.88,1.44,Brown,26,Calebe da Costa,Mauá
2023-09-09,conhaque,BEBIDAS,8.72,4.65,Brown,28,Dr. Luiz Otávio Freitas,Santos
2023-05-07,café,ALIMENTOS,5.33,3.85,Brown,7,Aylla Abreu,Guarulhos
2024-03-12,saia,ROUPAS,5.66,3.8,Brown,49,Maria Porto,São Caetano do Sul
2023-05-20,vinho,BEBIDAS,1.86,1.22,Brown,11,Felipe Freitas,Tangamandapio
2023-05-25,saia,ROUPAS,1.37,1.06,Tabajara,42,Sr. Anthony Gabriel da Paz,Campinas
2023-10-05,escova de dentes,HIGIENE,5.26,2.89,Brown,11,Dra. Lívia Marques,São Caetano do Sul
2023-05-11,filé de tilápia 1kg,ALIMENTOS,3.82,2.21,Brown,10,Carlos Eduardo Viana,Diadema
2023-09-23,abacaxi,ALIMENTOS,7.16,3.59,Brown,35,Yasmin Borges,Ribeirão Pires
