ID RH,Nome Completo,Estado Civil,Gênero,Data de Nascimento,Data de Contratação,Data de Demissão,Cargo,Salário,Área,Horas Extras,Avaliação
2238,Bianca Almeida,Solteiro(a),masculino,26-02-1993,09-06-2021,,gerente,2473.89,logística,86,10
8360,Ana Laura Cardoso,Viúvo(a),masculino,10-09-1991,04-02-2020,,coordenador,8920.44,administrativo,95,9
2887,Luiza Pereira,Solteiro(a),não informado,05-11-1999,13-01-2021,,estagiário,3112.09,administrativo,28,1
6972,Gabriela Pires,Solteiro(a),feminino,21-07-1975,15-12-2018,,coordenador,8482.93,financeiro,90,6
3107,Ana Clara da Paz,Divorciado(a),não informado,04-02-1985,26-03-2019,,analista,6571.33,operações,2,5
1295,Ana Laura Sales,Casado(a),feminino,27-08-1983,23-07-2021,,estagiário,6370.57,logística,87,10
3469,Felipe Campos,Casado(a),feminino,04-09-1975,15-03-2022,,coordenador,9933.72,comercial,72,2
4992,Isabel Vieira,Solteiro(a),masculino,04-03-1963,31-10-2020,,gerente,2829.61,comercial,70,9
9778,Natália Nunes,Solteiro(a),masculino,20-07-1970,26-05-2023,,analista,2999.17,financeiro,51,8
7804,Milena da Cruz,Casado(a),masculino,23-01-1974,21-02-2022,,estagiário,8543.77,financeiro,12,5
3867,Alexia Castro,Casado(a),feminino,30-08-1970,13-09-2022,,analista,4889.46,financeiro,57,6
5915,Ana Rocha,Casado(a),feminino,02-10-1969,01-12-2018,,estagiário,3161.28,administrativo,13,2
3461,Luigi Vieira,Casado(a),masculino,07-03-1974,08-05-2022,,gerente,7778.84,financeiro,44,4
5525,Srta. Bruna Rezende,Casado(a),masculino,21-02-2001,13-08-2020,09-04-2023,coordenador,2999.83,financeiro,86,0
2376,Theo Campos,Viúvo(a),não informado,14-10-2000,16-04-2022,,estagiário,6580.14,administrativo,72,4
4767,Enzo Gabriel da Mota,Solteiro(a),masculino,15-07-1967,17-11-2018,,analista,2267.51,logística,50,9
9057,Enzo Lima,Solteiro(a),masculino,19-04-1968,14-01-2023,,analista,6301.74,financeiro,26,8
3982,Marcela Oliveira,Casado(a),masculino,13-12-1980,12-11-2021,,analista,8651.24,financeiro,93,0
7388,João Lucas da Luz,Solteiro(a),feminino,03-04-1968,12-07-2019,,gerente,6115.63,financeiro,86,5
5695,Pietra Gomes,Casado(a),feminino,25-10-1963,03-04-2023,,estagiário,8848.38,operações,55,7
4405,Emanuelly Farias,Viúvo(a),não informado,12-02-2004,25-07-2018,,estagiário,5777.18,operações,84,7
1174,Dr. Arthur Gonçalves,Divorciado(a),feminino,14-09-2000,17-07-2019,24-02-2023,analista,9020.39,operações,100,7
3497,Juliana Silva,Casado(a),feminino,20-12-1997,18-02-2022,,coordenador,4713.17,comercial,70,2
9825,Vitor Hugo da Mota,Divorciado(a),não informado,26-10-1983,18-04-2019,,analista,9848.73,logística,10,2
1832,Eduarda Melo,Casado(a),não informado,31-03-1986,30-08-2019,,gerente,2777.5,comercial,37,10
3185,Ana Julia Araújo,Viúvo(a),não informado,18-11-1991,22-12-2018,,gerente,3919.33,operações,86,4
7997,Leandro Caldeira,Divorciado(a),não informado,13-08-1970,24-03-2022,,coordenador,4236.99,logística,17,8
9186,Beatriz Silveira,Casado(a),masculino,09-09-1973,30-04-2023,,estagiário,8826.52,financeiro,28,0
1007,Lorenzo Barbosa,Solteiro(a),masculino,16-09-1975,02-10-2018,,coordenador,3195.25,logística,19,8
2402,Miguel Novaes,Solteiro(a),não informado,02-07-1964,05-02-2023,,gerente,3896.71,administrativo,8,10
2476,Dra. Carolina Cavalcanti,Solteiro(a),masculino,19-01-1991,17-03-2022,,gerente,7619.75,logística,46,8
9001,Enzo Pires,Casado(a),feminino,20-09-1980,17-04-2020,,coordenador,3347.32,financeiro,17,0
5308,Luiz Otávio Duarte,Viúvo(a),não informado,26-05-1970,29-10-2018,14-08-2022,estagiário,4680.75,financeiro,67,9
2756,Luigi Silveira,Viúvo(a),feminino,11-01-1977,09-03-2023,,gerente,4937.75,operações,88,8
7760,Kevin Rezende,Viúvo(a),masculino,27-02-2004,13-07-2019,,analista,6389.53,operações,98,6
6224,Gabrielly Barros,Divorciado(a),masculino,15-08-1998,11-05-2021,,analista,4259.99,administrativo,28,0
8521,Yasmin Carvalho,Solteiro(a),não informado,14-12-1991,17-04-2023,,analista,3299.59,administrativo,79,0
2823,Breno Moreira,Viúvo(a),masculino,04-12-2000,03-03-2020,,analista,2645.86,operações,24,8
5342,Dr. Luiz Gustavo da Rocha,Casado(a),não informado,05-04-1971,07-06-2018,,analista,6394.78,financeiro,46,10
9131,Srta. Melissa da Costa,Solteiro(a),feminino,14-06-1972,22-02-2022,,coordenador,8078.86,logística,92,3
4425,Vitória da Costa,Solteiro(a),masculino,06-01-1975,08-07-2020,,estagiário,8495.94,logística,51,0
3146,Srta. Giovanna da Rocha,Divorciado(a),não informado,26-05-1968,17-09-2021,,analista,2085.6,logística,43,4
8333,Davi Costela,Casado(a),masculino,18-05-1970,21-05-2022,,analista,5368.1,comercial,29,4
8062,Luigi Cardoso,Casado(a),feminino,09-04-1983,18-05-2020,,analista,2727.93,comercial,28,2
5029,Thomas Farias,Casado(a),não informado,31-03-1967,24-09-2019,,estagiário,2489.14,operações,63,10
4591,Dr. Augusto Sales,Divorciado(a),masculino,28-05-1991,13-07-2020,05-03-2023,gerente,8845.95,financeiro,54,6
3406,Danilo Fernandes,Viúvo(a),não informado,20-10-1975,24-08-2019,,coordenador,8661.75,comercial,43,1
9845,Sr. Kevin Ferreira,Casado(a),feminino,08-10-1996,25-03-2020,,coordenador,5556.05,financeiro,51,7
1848,Matheus Caldeira,Viúvo(a),masculino,12-04-1979,12-12-2022,,gerente,2612.3,financeiro,92,6
5020,Ana Luiza Cunha,Solteiro(a),masculino,14-09-1981,18-01-2023,,coordenador,2390.78,financeiro,34,4
4934,Sophia Nunes,Casado(a),feminino,08-09-1982,04-03-2020,,estagiário,4104.48,financeiro,55,0
2809,Sr. Cauê Oliveira,Viúvo(a),não informado,30-03-1965,28-12-2021,,estagiário,6073.63,logística,38,6
5592,Ana Júlia Cavalcanti,Viúvo(a),feminino,24-03-1990,11-08-2019,,coordenador,6035.07,logística,40,3
4912,Benjamin da Rosa,Viúvo(a),não informado,02-03-2002,29-06-2018,31-08-2022,gerente,2215.57,comercial,14,5
2057,Murilo da Costa,Divorciado(a),masculino,06-08-1973,01-02-2019,,analista,7060.4,comercial,36,6
6785,Eduarda da Paz,Casado(a),feminino,10-03-1997,18-12-2019,,analista,4022.09,administrativo,57,2
7080,Luiz Henrique Ferreira,Casado(a),não informado,18-07-1983,21-03-2019,,gerente,8563.81,operações,50,3
7067,Theo Cardoso,Viúvo(a),masculino,29-03-1983,07-06-2020,24-08-2022,gerente,6997.29,logística,36,7
6546,Srta. Lorena da Luz,Viúvo(a),feminino,03-02-2001,21-04-2020,,estagiário,2259.56,financeiro,74,0
6203,Dra. Manuela Campos,Solteiro(a),feminino,22-10-2001,26-03-2022,,coordenador,7005.79,logística,46,4
7436,Vitor Hugo Ramos,Solteiro(a),não informado,28-03-1993,14-05-2020,,estagiário,3423.32,administrativo,38,0
1445,Luiz Henrique Cardoso,Solteiro(a),feminino,13-05-2005,28-05-2022,,estagiário,4101.74,comercial,75,3
6312,Kevin Correia,Solteiro(a),não informado,02-04-2005,01-01-2023,,gerente,8012.38,administrativo,8,10
1379,Joaquim Campos,Casado(a),masculino,30-10-1990,28-11-2020,,analista,4851.03,financeiro,98,1
9295,Calebe Duarte,Solteiro(a),masculino,26-08-1996,04-06-2018,,coordenador,4294.41,financeiro,23,6
1479,Matheus Ribeiro,Viúvo(a),não informado,10-05-2001,23-06-2022,,gerente,7378.11,operações,68,3
8981,Francisco Almeida,Solteiro(a),masculino,13-11-1989,21-03-2023,,coordenador,6809.79,operações,60,7
8639,Sra. Olivia Caldeira,Divorciado(a),feminino,17-05-1983,17-07-2019,,coordenador,4571.39,comercial,4,8
6138,Sophia Correia,Solteiro(a),masculino,24-04-1994,28-07-2022,,estagiário,5794.9,operações,4,3
8066,Sra. Heloísa Monteiro,Casado(a),não informado,20-12-1983,01-11-2021,,estagiário,4094.65,operações,88,4
3022,Noah Pinto,Divorciado(a),feminino,21-02-1979,03-02-2020,,estagiário,8050.77,operações,80,2
1865,Leandro Moraes,Divorciado(a),masculino,07-03-1982,03-05-2023,,coordenador,9398.02,operações,100,6
1952,Rebeca Cunha,Casado(a),não informado,07-11-1996,08-12-2018,,gerente,3584.44,financeiro,94,2
6676,Maria Clara Martins,Viúvo(a),masculino,03-11-2000,18-11-2021,17-05-2023,analista,6395.9,operações,69,9
9493,Dra. Manuela Moraes,Solteiro(a),masculino,23-01-1972,13-05-2020,,coordenador,9846.99,operações,3,10
6967,Noah Pires,Divorciado(a),masculino,15-05-1984,25-08-2022,,coordenador,7590.95,operações,73,3
8935,Renan Silveira,Divorciado(a),feminino,16-11-1985,11-02-2020,,gerente,5510.74,operações,67,0
4084,Alícia da Mata,Divorciado(a),não informado,09-06-1973,09-10-2019,,gerente,8503.44,logística,47,3
1375,Enrico Rodrigues,Casado(a),feminino,09-09-2004,29-08-2021,,coordenador,4157.21,administrativo,72,7
3161,Vitor Gabriel da Rocha,Divorciado(a),masculino,25-06-1995,02-08-2021,01-07-2022,estagiário,7182.69,logística,84,10
3855,Eduarda Jesus,Casado(a),masculino,10-01-1981,04-05-2022,,coordenador,9962.75,comercial,68,6
2439,Melissa Farias,Viúvo(a),masculino,25-02-1985,29-12-2019,,estagiário,8734.34,comercial,7,5
1876,Srta. Lara da Cruz,Divorciado(a),não informado,19-03-1995,22-06-2021,,estagiário,6631.34,financeiro,12,10
6805,Lorena Vieira,Casado(a),feminino,04-12-1963,13-08-2018,,estagiário,6093.47,logística,96,1
9435,Thomas da Rocha,Viúvo(a),não informado,15-04-1965,16-12-2021,,estagiário,4845.48,administrativo,2,1
4784,Henrique Ramos,Viúvo(a),feminino,14-04-1986,19-06-2019,,analista,5327.53,financeiro,97,9
8581,Lavínia Porto,Divorciado(a),masculino,29-07-1997,07-06-2021,04-02-2023,estagiário,5829.07,comercial,15,3
4018,Natália da Cruz,Solteiro(a),feminino,25-04-1983,26-05-2022,,coordenador,2724.56,comercial,55,1
8525,Sofia Monteiro,Viúvo(a),não informado,18-05-1981,06-09-2020,,coordenador,9261.42,operações,7,3
9060,Srta. Bárbara Azevedo,Viúvo(a),não informado,16-10-1987,13-03-2022,,gerente,7810.26,operações,28,10
4239,Bianca Cavalcanti,Solteiro(a),masculino,25-08-1999,20-03-2021,,analista,7064.4,operações,97,10
9908,Ana Sophia Mendes,Viúvo(a),não informado,22-07-1991,10-05-2022,,gerente,2442.87,operações,5,9
1314,Anthony da Conceição,Divorciado(a),masculino,27-02-2003,17-06-2021,,analista,6926.63,financeiro,37,10
7211,Bernardo Pereira,Solteiro(a),feminino,03-09-1964,17-05-2021,,gerente,5031.0,logística,80,1
6590,Agatha Oliveira,Divorciado(a),masculino,11-04-1972,13-05-2022,,gerente,9121.2,administrativo,75,5
4205,Ana Carolina Sales,Solteiro(a),masculino,10-07-1996,11-06-2018,,coordenador,6656.52,financeiro,49,8
4946,Raquel Azevedo,Viúvo(a),feminino,29-01-2005,19-03-2020,,gerente,7820.83,logística,45,3
8220,Davi Lucca Silva,Divorciado(a),feminino,01-12-1994,13-03-2020,,gerente,9923.64,operações,89,3
8442,Sr. Marcos Vinicius Moreira,Casado(a),feminino,09-05-1986,11-04-2019,,gerente,6574.43,operações,84,7
9823,Dra. Gabriela Oliveira,Casado(a),feminino,23-04-2000,16-04-2020,,estagiário,6368.02,financeiro,85,7
1666,Larissa Pires,Solteiro(a),feminino,03-04-1981,28-10-2022,,analista,9835.17,logística,82,0
9452,Sr. Noah Silva,Divorciado(a),feminino,19-11-1980,26-04-2023,,gerente,4914.47,administrativo,10,5
2378,Pedro Miguel Pereira,Casado(a),masculino,03-03-1968,24-06-2020,,gerente,7140.34,administrativo,66,8
8766,Amanda Novaes,Viúvo(a),não informado,03-06-1998,03-10-2022,,estagiário,5848.02,comercial,3,10
1545,Dra. Ana Julia das Neves,Solteiro(a),feminino,07-12-1987,24-08-2022,,estagiário,2224.64,financeiro,44,7
7443,Sra. Evelyn Melo,Solteiro(a),não informado,17-07-1994,02-03-2022,,analista,7650.1,financeiro,63,4
1984,Brenda Nunes,Solteiro(a),não informado,18-09-1969,04-07-2018,,analista,4024.16,operações,78,7
2837,Valentina Dias,Casado(a),feminino,25-11-1986,06-01-2019,,gerente,8083.16,comercial,18,10
7974,Dra. Carolina Duarte,Casado(a),não informado,16-09-1975,22-08-2022,,gerente,8403.84,financeiro,31,7
5604,João Gabriel Duarte,Divorciado(a),não informado,21-02-1986,04-02-2022,17-01-2023,estagiário,8949.4,administrativo,20,1
4908,Maysa Viana,Solteiro(a),masculino,01-03-1982,03-12-2018,31-12-2022,analista,2823.73,comercial,10,9
3213,Clara Aragão,Divorciado(a),não informado,23-05-1965,11-04-2021,,gerente,8283.98,financeiro,45,9
3084,Benjamin Campos,Solteiro(a),masculino,22-10-1970,31-10-2021,,analista,5873.53,logística,2,6
9587,Pietra Pinto,Divorciado(a),feminino,17-10-1994,04-09-2018,,gerente,7812.32,comercial,80,5
1852,Letícia da Paz,Solteiro(a),não informado,15-05-2001,05-01-2022,12-11-2022,gerente,5160.64,operações,26,6
3842,Isaac Vieira,Casado(a),não informado,11-06-1967,22-05-2019,,gerente,9999.64,comercial,42,8
1688,Luiza Costa,Divorciado(a),não informado,14-12-1991,12-07-2020,,coordenador,9858.42,comercial,1,7
7180,Dra. Maria Cecília da Costa,Casado(a),feminino,31-10-1987,31-05-2018,,coordenador,3507.63,administrativo,86,9
6663,João Lucas Barros,Solteiro(a),não informado,03-06-1997,23-01-2019,,analista,8354.29,financeiro,1,9
8722,João Fernandes,Solteiro(a),masculino,23-05-1970,04-05-2023,,gerente,4119.9,operações,16,10
8933,Dra. Beatriz Pinto,Viúvo(a),masculino,08-11-1986,25-08-2019,,coordenador,6491.02,administrativo,29,2
5268,João Lucas da Rosa,Solteiro(a),não informado,26-11-1975,22-08-2022,,gerente,4542.71,financeiro,2,6
3639,Sofia Viana,Solteiro(a),masculino,21-05-1997,10-10-2021,,estagiário,8175.23,logística,18,3
4323,Maitê Santos,Divorciado(a),feminino,09-12-1981,06-07-2021,,analista,5510.25,logística,45,5
8099,Juliana da Rocha,Divorciado(a),feminino,22-11-1989,20-10-2018,,gerente,2356.36,administrativo,17,0
6774,Dr. Luiz Henrique Pereira,Solteiro(a),feminino,26-10-1962,21-11-2020,,coordenador,6984.36,comercial,63,2
8872,Ryan Barros,Solteiro(a),não informado,22-10-1987,25-03-2022,,analista,2219.44,financeiro,71,7
4207,Vinicius Vieira,Casado(a),masculino,26-07-1985,28-09-2018,,estagiário,5781.97,comercial,42,9
5308,Dr. Breno da Luz,Casado(a),feminino,13-08-1975,16-10-2022,,gerente,6720.49,administrativo,5,3
4363,Enzo Lopes,Casado(a),feminino,30-12-1980,05-02-2023,,estagiário,4962.32,administrativo,74,9
9284,Beatriz Peixoto,Solteiro(a),masculino,03-10-2003,24-02-2022,,gerente,8729.21,logística,93,6
7543,Yuri Caldeira,Viúvo(a),masculino,22-02-1997,16-07-2022,,analista,9404.46,logística,0,5
9045,Thiago Moura,Casado(a),feminino,28-09-1990,25-03-2021,,gerente,9906.25,comercial,80,2
2924,André Nunes,Solteiro(a),feminino,24-11-1962,26-11-2019,,gerente,6777.35,operações,44,0
5456,Ana Laura Almeida,Viúvo(a),não informado,19-02-1972,08-11-2020,,coordenador,9593.09,operações,80,1
6253,Diego Caldeira,Divorciado(a),não informado,11-07-1992,16-05-2022,,coordenador,5977.78,comercial,35,1
8918,Vinicius Rodrigues,Viúvo(a),masculino,14-08-1989,13-11-2022,,gerente,6143.72,financeiro,55,3
8671,Sr. Benício da Cunha,Viúvo(a),não informado,24-04-1999,22-06-2019,,analista,8630.93,operações,56,1
5452,Maria Cecília Cavalcanti,Casado(a),não informado,30-07-1974,11-05-2020,,analista,9620.51,operações,78,1
3806,Ana Lívia Jesus,Solteiro(a),feminino,29-06-1980,10-07-2020,,coordenador,7550.4,logística,60,4
7359,Juliana Moura,Casado(a),não informado,19-06-1977,20-09-2019,,coordenador,6702.28,financeiro,26,9
2827,Antônio da Cunha,Casado(a),feminino,03-04-1972,31-01-2020,,estagiário,2871.9,administrativo,28,8
9391,Ana Beatriz Almeida,Divorciado(a),feminino,19-04-1983,03-02-2020,,gerente,4490.83,logística,41,4
3254,Ana Beatriz da Mota,Viúvo(a),não informado,07-09-1983,20-04-2022,,coordenador,5543.13,comercial,8,4
3651,Emanuella Moura,Divorciado(a),feminino,29-06-2000,13-07-2018,,analista,3442.18,comercial,50,10
3359,Manuela Peixoto,Solteiro(a),masculino,27-02-1985,20-07-2021,,gerente,3695.53,logística,50,3
1014,Melissa Fogaça,Solteiro(a),masculino,04-08-2000,25-10-2019,,estagiário,6884.21,financeiro,37,10
5021,Stephany da Luz,Viúvo(a),não informado,23-07-1984,05-07-2021,09-03-2023,coordenador,7247.26,comercial,21,7
5261,Emanuel Aragão,Casado(a),masculino,10-10-1963,14-06-2019,,coordenador,7425.49,comercial,72,2
1257,Isabelly Alves,Solteiro(a),feminino,27-09-1984,30-12-2018,,analista,2292.9,logística,85,5
1162,Ana Sophia Sales,Viúvo(a),não informado,22-12-1966,28-05-2020,,analista,2226.39,administrativo,35,3
7683,Thiago Porto,Casado(a),feminino,15-03-2001,11-11-2022,,estagiário,3082.51,logística,39,9
7753,Dra. Evelyn Moreira,Viúvo(a),masculino,22-02-1991,08-01-2022,,coordenador,6561.87,logística,24,9
9479,Diogo Nascimento,Divorciado(a),não informado,02-05-1977,01-01-2020,,coordenador,4081.79,operações,11,6
6267,Diogo Souza,Solteiro(a),não informado,06-10-1992,13-11-2019,,coordenador,2029.5,financeiro,80,6
5049,Cauã Monteiro,Solteiro(a),não informado,07-12-1985,11-07-2022,,estagiário,9790.14,logística,12,10
9809,Fernando Santos,Viúvo(a),não informado,25-09-1999,03-11-2020,,estagiário,6909.86,operações,51,8
8139,Clarice Oliveira,Viúvo(a),não informado,20-11-1964,20-11-2022,21-06-2022,gerente,8562.01,comercial,57,2
6353,Srta. Isabel Moura,Viúvo(a),feminino,05-09-1987,25-02-2023,03-11-2022,estagiário,2995.58,logística,32,6
5577,Dra. Ana Beatriz Correia,Solteiro(a),não informado,16-12-2001,06-06-2021,,analista,8612.1,logística,83,8
3581,Noah Novaes,Viúvo(a),feminino,07-11-1991,21-05-2020,,analista,3123.84,comercial,86,4
2957,João Gabriel Farias,Divorciado(a),masculino,07-12-2004,06-01-2020,27-04-2023,gerente,6714.0,comercial,38,6
9983,Fernando Araújo,Divorciado(a),masculino,20-12-1986,27-06-2018,,analista,9178.86,operações,21,1
6874,Emanuel da Costa,Viúvo(a),masculino,04-02-2005,03-04-2020,,coordenador,2757.05,comercial,38,2
8400,Raquel Fogaça,Casado(a),feminino,11-06-1972,02-12-2021,,gerente,5400.46,logística,90,5
3469,Laura Rodrigues,Viúvo(a),não informado,06-06-1966,29-03-2019,,gerente,9686.71,operações,98,8
4628,Luigi Lopes,Viúvo(a),masculino,02-03-1984,25-11-2018,,analista,7943.67,administrativo,29,2
8315,João Miguel Porto,Casado(a),masculino,13-07-1965,10-01-2023,09-12-2022,analista,2272.38,financeiro,54,4
6600,André Correia,Viúvo(a),masculino,15-01-1996,08-01-2019,,coordenador,4775.81,comercial,6,6
5930,Thomas Oliveira,Divorciado(a),não informado,05-04-1976,03-08-2019,,estagiário,6946.36,financeiro,88,2
4045,Dr. João Miguel Nascimento,Casado(a),não informado,02-02-1981,18-12-2022,,coordenador,5319.77,administrativo,37,9
2393,Breno Costela,Solteiro(a),não informado,10-12-1963,29-07-2021,,gerente,2827.66,operações,29,1
6494,Luiz Gustavo Ribeiro,Viúvo(a),feminino,22-01-1995,27-02-2023,,coordenador,7960.41,operações,61,2
4542,Miguel Martins,Viúvo(a),não informado,12-10-1965,13-11-2020,,coordenador,4571.26,logística,57,8
4065,Yago Lima,Solteiro(a),masculino,20-07-1968,30-09-2020,,analista,9479.77,logística,73,2
3631,Dra. Elisa Correia,Divorciado(a),feminino,08-03-1989,08-05-2021,,estagiário,8365.29,financeiro,53,2
7192,Sr. Joaquim Gonçalves,Solteiro(a),masculino,25-06-1963,20-10-2019,,analista,5238.15,operações,15,0
8491,Francisco Lima,Divorciado(a),masculino,19-07-1983,03-01-2022,,coordenador,5113.89,logística,7,6
1280,Dr. Vinicius Costela,Divorciado(a),masculino,21-10-1988,17-07-2020,,estagiário,6565.47,financeiro,63,8
9557,Dr. Lucas Gabriel Monteiro,Solteiro(a),masculino,07-12-1986,08-04-2020,,estagiário,5915.12,comercial,47,10
2585,Lucca Barros,Divorciado(a),feminino,07-05-1976,15-11-2021,25-01-2023,analista,4359.37,financeiro,57,8
8169,Milena Barros,Solteiro(a),feminino,05-09-1999,17-08-2019,15-09-2022,estagiário,5420.31,comercial,81,6
4436,Diogo Barbosa,Viúvo(a),não informado,09-01-1989,02-03-2021,,gerente,7948.77,comercial,48,3
6058,Alana Costa,Viúvo(a),não informado,11-11-2001,08-12-2018,,coordenador,6865.62,operações,67,9
9857,André Azevedo,Casado(a),feminino,14-08-1993,16-11-2021,,gerente,6208.4,comercial,62,9
7302,Caroline Dias,Viúvo(a),feminino,12-07-1990,25-03-2020,,analista,6370.55,administrativo,40,5
2489,Sr. Vinicius Gonçalves,Casado(a),feminino,21-09-2001,02-08-2020,,coordenador,4244.06,operações,55,10
5322,Juliana Cardoso,Viúvo(a),feminino,12-11-1974,19-07-2021,,analista,8186.75,comercial,75,3
8193,Gabriel Pinto,Solteiro(a),feminino,05-08-1965,01-05-2022,,coordenador,2381.42,financeiro,20,2
6510,Cauã Araújo,Divorciado(a),feminino,09-06-1979,18-05-2022,,estagiário,7916.25,logística,68,6
6229,Luiz Felipe Nogueira,Viúvo(a),não informado,26-06-1970,02-08-2019,,coordenador,3812.37,comercial,45,6
1740,Vitor Hugo Costa,Solteiro(a),não informado,13-03-1973,11-08-2019,,estagiário,3124.07,financeiro,85,10
6289,Enzo Gabriel Araújo,Solteiro(a),masculino,05-07-1998,31-12-2019,,coordenador,9482.47,logística,47,4
8697,Miguel Araújo,Divorciado(a),masculino,16-05-2000,17-10-2020,,analista,2133.32,financeiro,56,4
9297,Joaquim Silveira,Viúvo(a),não informado,01-02-2002,26-07-2019,28-08-2022,analista,9939.11,logística,50,8
5344,Luana Dias,Solteiro(a),não informado,10-01-1983,20-07-2021,,gerente,7545.15,logística,40,6
5690,Raul Ribeiro,Viúvo(a),masculino,07-03-1964,03-12-2021,,analista,3267.61,operações,18,3
1824,Dra. Cecília Correia,Solteiro(a),masculino,05-04-1986,03-05-2020,,gerente,3731.43,operações,19,8
8349,Thomas Silva,Divorciado(a),masculino,10-04-1988,27-05-2023,,analista,5407.52,comercial,70,1
7321,Sophia Mendes,Solteiro(a),não informado,08-04-1971,14-08-2018,,coordenador,5501.32,comercial,44,1
5127,Sra. Kamilly Melo,Divorciado(a),feminino,13-01-1997,03-11-2022,,analista,9976.05,administrativo,23,3
8094,Sophia da Rosa,Solteiro(a),feminino,30-06-1988,10-08-2018,,analista,4771.86,administrativo,74,1
2645,Maria Luiza da Rocha,Casado(a),masculino,22-08-1979,22-06-2022,,coordenador,9133.11,administrativo,4,9
4164,Daniela Viana,Viúvo(a),não informado,06-03-2002,23-02-2022,,gerente,5521.27,financeiro,48,1
5201,Dra. Camila da Cruz,Divorciado(a),não informado,14-08-1988,16-11-2020,,analista,9494.13,financeiro,72,0
5780,Luigi Peixoto,Solteiro(a),masculino,03-03-1988,09-04-2020,,gerente,7054.48,administrativo,2,0
3399,João Vitor Fogaça,Casado(a),não informado,25-07-1978,06-03-2019,,gerente,2294.18,operações,96,4
8876,Nathan Farias,Solteiro(a),masculino,11-01-2003,10-05-2021,,coordenador,5365.22,comercial,52,5
5176,Lorenzo Farias,Casado(a),feminino,28-04-1966,11-12-2018,,gerente,5766.88,logística,72,7
6923,Noah Sales,Viúvo(a),masculino,10-08-1998,27-02-2021,,estagiário,8240.25,operações,3,8
4211,Benício Viana,Solteiro(a),masculino,01-08-1969,23-03-2020,,gerente,2478.62,logística,2,3
1971,Alice Lopes,Viúvo(a),masculino,16-09-1986,02-01-2019,,estagiário,5451.09,operações,94,0
3821,Enrico Cardoso,Solteiro(a),feminino,02-09-1998,05-07-2018,,gerente,4690.8,comercial,34,2
4142,Sophie Gonçalves,Casado(a),masculino,16-09-1988,05-06-2021,,gerente,9088.35,logística,23,4
1178,Thomas Jesus,Solteiro(a),feminino,16-12-1982,07-09-2022,,analista,5276.03,logística,12,2
3438,Dra. Vitória Fogaça,Casado(a),masculino,10-04-2002,19-09-2018,,estagiário,2225.31,financeiro,68,7
6143,Raquel Teixeira,Divorciado(a),masculino,13-11-1965,10-06-2020,,coordenador,7721.93,operações,92,8
2907,Raul Azevedo,Viúvo(a),feminino,24-10-1972,21-11-2020,,coordenador,6495.74,operações,78,2
8665,Evelyn Souza,Solteiro(a),não informado,05-09-1992,21-08-2020,,gerente,8104.11,comercial,21,10
8632,Kamilly Pereira,Solteiro(a),feminino,09-01-1998,20-06-2022,,analista,9297.13,logística,4,3
8360,Dra. Ana Júlia Teixeira,Solteiro(a),não informado,25-11-1978,01-11-2020,,estagiário,3531.83,financeiro,73,0
3254,Pietra Rodrigues,Solteiro(a),masculino,29-06-1989,05-01-2021,,analista,2115.62,administrativo,89,0
2678,Olivia Sales,Solteiro(a),masculino,13-08-1996,04-04-2019,,analista,2990.71,financeiro,45,0
5882,Emanuelly Costa,Divorciado(a),feminino,28-08-1971,11-09-2018,,estagiário,6516.24,comercial,84,1
3864,Sr. Carlos Eduardo Barros,Viúvo(a),feminino,29-10-1970,30-09-2018,,analista,9749.38,comercial,20,7
5708,Dr. Cauê Castro,Divorciado(a),masculino,07-03-1995,03-07-2019,,analista,7624.26,comercial,49,3
2152,Srta. Elisa Santos,Solteiro(a),masculino,03-05-1998,24-09-2021,,gerente,7464.32,financeiro,20,3
1680,Davi Lucca Teixeira,Divorciado(a),masculino,14-10-2000,29-01-2022,,gerente,7760.6,logística,23,5
9167,Vitor Rodrigues,Viúvo(a),não informado,02-04-1976,05-05-2019,,coordenador,7947.05,comercial,22,9
2438,Isis Lima,Viúvo(a),masculino,14-01-2003,29-04-2019,,estagiário,6828.22,comercial,9,1
3340,Sra. Rafaela Pereira,Casado(a),não informado,22-09-1993,10-02-2023,,coordenador,7943.69,administrativo,25,8
5894,Ana Júlia Pires,Viúvo(a),masculino,20-09-1977,24-05-2019,,gerente,3296.44,financeiro,14,2
7808,Gustavo Henrique Silva,Viúvo(a),feminino,31-05-1998,05-04-2021,,analista,2281.97,financeiro,17,4
5904,Dr. Alexandre Farias,Viúvo(a),feminino,04-06-1983,26-08-2022,,coordenador,9482.82,operações,51,4
4431,João Felipe Jesus,Casado(a),feminino,07-02-1986,29-12-2020,,gerente,4541.09,financeiro,79,8
7777,Luana Pires,Divorciado(a),feminino,18-11-1978,27-08-2020,,estagiário,6890.21,comercial,60,2
2284,Enzo Ferreira,Casado(a),feminino,04-01-1977,12-04-2021,,coordenador,6165.42,financeiro,77,2
5017,Marcos Vinicius Costela,Casado(a),não informado,08-11-1995,23-06-2018,,coordenador,2585.72,financeiro,93,0
7880,Paulo Moura,Viúvo(a),não informado,19-08-1978,05-03-2020,,estagiário,7911.35,logística,83,3
7379,Ana da Costa,Viúvo(a),não informado,21-04-1968,02-08-2022,,estagiário,7755.72,logística,69,0
9934,João Vitor da Rosa,Divorciado(a),feminino,15-09-1974,08-04-2023,,estagiário,9461.55,administrativo,35,6
